구분코드,심볼,영문명,한글명,종목업종코드,다우30편입여부,나스닥100편입여부,SP500편입여부,거래소코드,국가구분코드
H,CZ:301458 ,Juneway Electronic Technology Co Ltd,JWG,    , , , ,SZSE,CZ 
H,CZ:301459 ,Zhejiang Fengmao Technology Co Ltd,Fengmao,    , , , ,SZSE,CZ 
H,CZ:301468 ,Pourin Special Welding Technology Co Lt,Pourin,    , , , ,SZSE,CZ 
H,CZ:301469 ,Zhejiang Hengda New Material Co Ltd,Hengda New Material,    , , , ,SZSE,CZ 
H,CZ:301479 ,Guangdong Hongjing Optoelectronic Techn,HONGJING-OPTECH,    , , , ,SZSE,CZ 
H,CZ:301486 ,Shenzhen Zesum Technology Co Ltd,ZESUM,    , , , ,SZSE,CZ 
H,CZ:301487 ,Tianjin Guoan Mengguli New Materials Sc,MGLce and Technology,    , , , ,SZSE,CZ 
H,CZ:301488 ,Longhorn Auto Co Ltd,Longhorn Auto,    , , , ,SZSE,CZ 
H,CZ:301489 ,Guangdong Suqun New Material Co Ltd,SQXC,    , , , ,SZSE,CZ 
H,CZ:301491 ,Hansong (Nanjing) Technology Ltd,HANSONG,    , , , ,SZSE,CZ 
H,CZ:301498 ,Gambol Pet Group Co Ltd,GAMBOL PET,    , , , ,SZSE,CZ 
H,CZ:301499 ,Shanghai Vico Precision Mold and Plasti,VICO PRECISION,    , , , ,SZSE,CZ 
H,CZ:301500 ,Guangdong Feinan Resources Recycling Co,FNRR,    , , , ,SZSE,CZ 
H,CZ:301501 ,Hefei Hengxin Life Science and Technolo,HXINo Ltd,    , , , ,SZSE,CZ 
H,CZ:301502 ,Jiangsu Huayang Intelligent Equipment C,Huayang Intelligent,    , , , ,SZSE,CZ 
H,CZ:301503 ,G Tech Technology Ltd,G.TECH,    , , , ,SZSE,CZ 
H,CZ:301505 ,Suzhou Planning and Design Research Ins,SZPDte Co Ltd,    , , , ,SZSE,CZ 
H,CZ:301507 ,Hangzhou Minsheng Healthcare Co Ltd,MSJK,    , , , ,SZSE,CZ 
H,CZ:301508 ,China Machinery Huanyu Certification an,CMCIspection Co Ltd,    , , , ,SZSE,CZ 
H,CZ:301509 ,Kingchem (Liaoning) Life Science Co Ltd,Kingchem,    , , , ,SZSE,CZ 
H,CZ:301510 ,Googol Technology Co Ltd,GOOGOLTECH,    , , , ,SZSE,CZ 
H,CZ:301511 ,Jiujiang Defu Technology Co Ltd,DEFU TECH,    , , , ,SZSE,CZ 
H,CZ:301512 ,Shenzhen Intelligent Precision Instrume,IPICo Ltd,    , , , ,SZSE,CZ 
H,CZ:301513 ,Shangshui Smartech Ltd,SHANGSHUI SMART,    , , , ,SZSE,CZ 
H,CZ:301515 ,Sichuan Gangtong Medical Equipment Grou,Gangtong Medical,    , , , ,SZSE,CZ 
H,CZ:301516 ,Shenzhen Vapel Power Supply Technology,VAPELd,    , , , ,SZSE,CZ 
H,CZ:301517 ,Shaanxi Huada Science Technology Co Ltd,Shaanxi Huada,    , , , ,SZSE,CZ 
H,CZ:301518 ,Changhua Chemical Technology Co Ltd,Changhua Chemical,    , , , ,SZSE,CZ 
H,CZ:301519 ,Anhui Shunyu Water Co Ltd,Shunyu Water,    , , , ,SZSE,CZ 
H,CZ:301520 ,Anhui Wanbang Pharmaceutical Technology,AHWBLtd,    , , , ,SZSE,CZ 
H,CZ:301522 ,ZhongHe Shangda Aeronautic Materials Co,Shangda,    , , , ,SZSE,CZ 
H,CZ:301525 ,Shanghai Ruking Technologies Co Ltd,Ruking,    , , , ,SZSE,CZ 
H,CZ:301526 ,Chongqing Polycomp International Corp,CPIC,    , , , ,SZSE,CZ 
H,CZ:301528 ,Guangzhou Doppler Electronic Technologi,DPLCo Ltd,    , , , ,SZSE,CZ 
H,CZ:301529 ,WuHu Foresight Technology Co Ltd,Foresight Technology,    , , , ,SZSE,CZ 
H,CZ:301531 ,Shandong Chunguang Technology Group Co,CGTE,    , , , ,SZSE,CZ 
H,CZ:301533 ,Weima Agricultural Machinery Co Ltd,WEIMA,    , , , ,SZSE,CZ 
H,CZ:301535 ,Zhejiang Huayuan Auto Technology Co Ltd,HUAYARE,    , , , ,SZSE,CZ 
H,CZ:301536 ,SigmaStar Technology Ltd,SigmaStar,    , , , ,SZSE,CZ 
H,CZ:301538 ,Shenzhen Jdd Tech New Material Co Ltd,JDDTECH,    , , , ,SZSE,CZ 
H,CZ:301539 ,ZheJiang HongXin Technology Co Ltd,HONGXIN TECHNOLOGY,    , , , ,SZSE,CZ 
H,CZ:301548 ,Hunan Sund Technological Corp,SUND,    , , , ,SZSE,CZ 
H,CZ:301550 ,Zhejiang Sling Intelligent Drive Group,SLINGd,    , , , ,SZSE,CZ 
H,CZ:301551 ,Hebei Broadcasting Wireless Media Co Lt,Wireless Media,    , , , ,SZSE,CZ 
H,CZ:301552 ,Hebei Keli Automobile Equipment Co Ltd,Keli Equipment,    , , , ,SZSE,CZ 
H,CZ:301555 ,Wells Advanced Materials (Shanghai) Co,WAM,    , , , ,SZSE,CZ 
H,CZ:301556 ,Zhejiang Top Cloud-Agri Technology Co L,TOP CLOUD-AGRI,    , , , ,SZSE,CZ 
H,CZ:301557 ,Cytech Group Co Ltd,Changyou Technology,    , , , ,SZSE,CZ 
H,CZ:301558 ,SFC Holdings Co Ltd,SFC,    , , , ,SZSE,CZ 
H,CZ:301559 ,CIMC Safeway Technologies Co Ltd,CIMC Safeway,    , , , ,SZSE,CZ 
H,CZ:301560 ,PXI Auto Components (Suzhou) Co Ltd,PXI,    , , , ,SZSE,CZ 
H,CZ:301563 ,ICkey (Shanghai) Internet and Technolog,ICKEYLtd,    , , , ,SZSE,CZ 
H,CZ:301565 ,Sinolong New Materials Co Ltd,Sinolong,    , , , ,SZSE,CZ 
H,CZ:301566 ,Dalian Dalicap Technology Co Ltd,DALICAP,    , , , ,SZSE,CZ 
H,CZ:301567 ,Beilong Precision Technology Co Ltd,BEILONG PRECISION,    , , , ,SZSE,CZ 
H,CZ:301568 ,Xiamen Sinic-Tek Intelligent Technology,STK Ltd,    , , , ,SZSE,CZ 
H,CZ:301571 ,Teemsun Technology Co Ltd,TEEMSUN,    , , , ,SZSE,CZ 
H,CZ:301575 ,Jiangxi Avonflow HVAC Tech Co Ltd,Avonflow,    , , , ,SZSE,CZ 
H,CZ:301577 ,Guangdong Misun Technology Co Ltd,MISUN,    , , , ,SZSE,CZ 
H,CZ:301578 ,Guangdong Seneasy Intelligent Technolog,SENEASYd,    , , , ,SZSE,CZ 
H,CZ:301580 ,Aidite (Qinhuangdao) Technology Co Ltd,AIDITE TECH.,    , , , ,SZSE,CZ 
H,CZ:301581 ,HuangShan Googe Co Ltd,GOOGE,    , , , ,SZSE,CZ 
H,CZ:301584 ,Shanghai C and D Innostic Medical Techn,C&D INNOSTICCo Ltd,    , , , ,SZSE,CZ 
H,CZ:301585 ,Zhejiang Lanyu Digital Technology Co Lt,LANYU,    , , , ,SZSE,CZ 
H,CZ:301586 ,Anhui Jialiqi Advanced Composites Techn,JLQgy Co Ltd,    , , , ,SZSE,CZ 
H,CZ:301587 ,Changzhou Wujin Zhongrui Electronic Tec,ZRology Co Ltd,    , , , ,SZSE,CZ 
H,CZ:301588 ,Newtechwood Corp,NewTechWood,    , , , ,SZSE,CZ 
H,CZ:301589 ,Xi an Novastar Tech Co Ltd,Novastar,    , , , ,SZSE,CZ 
H,CZ:301590 ,Shenzhen UUGreenPower Co Ltd,UUGreenPower,    , , , ,SZSE,CZ 
H,CZ:301591 ,Nanjing Comptech Composites Corp,COMPTECH,    , , , ,SZSE,CZ 
H,CZ:301592 ,Sichuan 6912 Communication Technology C,6912d,    , , , ,SZSE,CZ 
H,CZ:301595 ,GuangDong Taili Technology Group Co Ltd,Taili Technology,    , , , ,SZSE,CZ 
H,CZ:301596 ,Reach Machinery Co Ltd,REACH,    , , , ,SZSE,CZ 
H,CZ:301598 ,BBK Test Systems Co Ltd,BBK,    , , , ,SZSE,CZ 
H,CZ:301599 ,Wuxi Rich Intelligent Equipment Co Ltd,Rich Intelligent,    , , , ,SZSE,CZ 
H,CZ:301600 ,Flaircomm Microelectronics Inc,Flairmicro,    , , , ,SZSE,CZ 
H,CZ:301601 ,Yangzhou Huitong Technology Corp Ltd,HUITONG TECHNOLOGY,    , , , ,SZSE,CZ 
H,CZ:301602 ,Shantou Institute of Ultrasonic Instrum,CYGFCo Ltd,    , , , ,SZSE,CZ 
H,CZ:301603 ,Jirfine Intelligent Equipment Co Ltd,JIRFINE,    , , , ,SZSE,CZ 
H,CZ:301606 ,Ugreen Group Ltd,UGREEN,    , , , ,SZSE,CZ 
H,CZ:301607 ,Zhejiang EV-Tech Co Ltd,EVTECH,    , , , ,SZSE,CZ 
H,CZ:301608 ,Shenzhen Boshijie Technology Co Ltd,BSJ,    , , , ,SZSE,CZ 
H,CZ:301609 ,Shandong University Electric Power Tech,SDDLgy Co Ltd,    , , , ,SZSE,CZ 
H,CZ:301611 ,Suzhou Kematek Inc,KEMA,    , , , ,SZSE,CZ 
H,CZ:301613 ,Alnera Aluminium Co Ltd,Alnera,    , , , ,SZSE,CZ 
H,CZ:301616 ,Zhejiang Huaye Plastics Machinery Co Lt,Zhejiang Huaye,    , , , ,SZSE,CZ 
H,CZ:301617 ,Shandong Boyuan Advanced Materials Co L,BOYUAN PLC,    , , , ,SZSE,CZ 
H,CZ:301618 ,Dongguan Changlian New Materials Techno,CLTy Co Ltd,    , , , ,SZSE,CZ 
H,CZ:301622 ,Baotou INST Magnetic New Materials Shar,INSTding Co Ltd,    , , , ,SZSE,CZ 
H,CZ:301626 ,Suzhou Tianmai Thermal Technology Co Lt,TIANMAI,    , , , ,SZSE,CZ 
H,CZ:301628 ,Shenzhen Q and D Circuits Co Ltd,Q&D Circuits,    , , , ,SZSE,CZ 
H,CZ:301629 ,Sidea Semiconductor Equipment (Shenzhen,SIDEALtd,    , , , ,SZSE,CZ 
H,CZ:301630 ,Tongyu Advanced Materials (Guangdong) C,TYADMT,    , , , ,SZSE,CZ 
H,CZ:301631 ,Shenzhen Uniconn Technology Co Ltd,Uniconn Tech,    , , , ,SZSE,CZ 
H,CZ:301632 ,Guangdong Provincial Academy of Buildin,GABRsearch Group Co Ltd,    , , , ,SZSE,CZ 
H,CZ:301633 ,Wuhan Guide Technology Co Ltd,GUIDE,    , , , ,SZSE,CZ 
H,CZ:301636 ,Zerun Co Ltd,ZERUN,    , , , ,SZSE,CZ 
H,CZ:301638 ,CSG Digital Power Grid Research Institu,CSG DGRId,    , , , ,SZSE,CZ 
H,CZ:301656 ,Suzhou Inovance Automotive Co Ltd,Inovance Automotive,    , , , ,SZSE,CZ 
H,CZ:301658 ,Shenzhen Sofarsolar Co Ltd,SOFAR,    , , , ,SZSE,CZ 
H,CZ:301662 ,Ongoal Technology Co Ltd,ONGOAL,    , , , ,SZSE,CZ 
H,CZ:301665 ,CAC Nantong Chemical Co Ltd,CAC,    , , , ,SZSE,CZ 
H,CZ:301666 ,DapuStor Corp,DapuStor,    , , , ,SZSE,CZ 
H,CZ:301667 ,RNBC New Energy Co Ltd,Rnbc,    , , , ,SZSE,CZ 
H,CZ:301668 ,Beijing HCRT Electrical Equipments Co L,HCRT,    , , , ,SZSE,CZ 
H,CZ:301678 ,Henghui Technology Corp Ltd,Henghui Tech.,    , , , ,SZSE,CZ 
H,CZ:301680 ,Goode EIS (Suzhou) Corp Ltd,Goode,    , , , ,SZSE,CZ 
H,CZ:301682 ,Chengdu Hongming Electronics Co Ltd,Hongming Electronics,    , , , ,SZSE,CZ 
H,CZ:301683 ,Guangzhou Human New Material Science an,HUMANCHEMogy Co Ltd,    , , , ,SZSE,CZ 
H,CZ:301687 ,Suzhou Xinguangyi Electronics Co Ltd,AAT,    , , , ,SZSE,CZ 
H,CZ:301696 ,Nanchang Sanrui Intelligence Technology,Sanrui Intelligence,    , , , ,SZSE,CZ 
H,CZ:302132 ,AVIC Chengdu Aircraft Co Ltd,AVIC CAC,    , , , ,SZSE,CZ 
H,DE:BAS    ,BASF SE ORD REG,BASF SE ORD REG,CHM , , , ,FSE ,303
H,DE:QCE    ,Q-CELLS SE,Q-CELLS SE,    , , , ,FSE ,303
H,DK:GEN    ,GENMAB,GENMAB,    , , , ,DRG ,310
H,FR:ALO    ,Alstom,Alstom,    , , , ,PRSE,302
H,FR:BNP    ,BNP Paribas,BNP Paribas,BNK , , , ,PRSE,302
H,FR:MC     ,LVMH Moet,LVMH Moet,TEX , , , ,PRSE,302
H,FR:SOI    ,Soitec,Soitec,    , , , ,PRSE,302
H,GB#BLT    ,BHP Billiton PLC,BHP 빌리턴 (영국),MNG , , , ,LSE ,301
H,GB:AFC    ,AFC ENERGY,AFC ENERGY,    , , , ,LSE ,301
H,GB:BOD    ,BOTSWANA DIAMONDS PLC,BOTSWANA DIAMONDS PLC,    , , , ,LSE ,301
H,GB:IAG    ,International Consolidated Airlines G,International Consolidate,    , , , ,LSE ,301
H,GB:LCTO   ,ETFS Comm Cot.,ETFS Comm Cot.,    , , , ,LSE ,301
H,GB:OGZD   ,Gazprom,Gazprom,    , , , ,IOB ,301
H,GB:SVST   ,Severstal',Severstal',    , , , ,IOB ,301
H,GB:TLW    ,Tullow Oil,Tullow Oil,    , , , ,LSE ,301
H,GB:URKA   ,Uralkalii,Uralkalii,    , , , ,IOB ,301
H,HK:0001   ,CKH HOLDINGS,CK 허치슨 홀딩스,    , , , ,SEHK,HK 
H,HK:0002   ,CLP HOLDINGS,CLP 홀딩스,    , , , ,SEHK,HK 
H,HK:0003   ,HK & CHINA GAS,홍콩중화가스,    , , , ,SEHK,HK 
H,HK:0004   ,WHARF HOLDINGS,워프 홀딩스,    , , , ,SEHK,HK 
H,HK:0005   ,HSBC HOLDINGS,HSBC 홀딩스,    , , , ,SEHK,HK 
H,HK:0006   ,POWER ASSETS,파워 애세츠 홀딩스,    , , , ,SEHK,HK 
H,HK:0007   ,HOIFU ENERGY,개부에너지그룹,    , , , ,SEHK,HK 
H,HK:0008   ,PCCW,PCCW,    , , , ,SEHK,HK 
H,HK:0010   ,HANG LUNG GROUP,항룽그룹,    , , , ,SEHK,HK 
H,HK:0011   ,HANG SENG BANK,항셍은행,    , , , ,SEHK,HK 
H,HK:0012   ,HENDERSON LAND,헨더슨 랜드 디벨롭먼트,    , , , ,SEHK,HK 
H,HK:0013   ,HUTCHMED,HUTCHMED,    , , , ,SEHK,HK 
H,HK:0014   ,HYSAN DEV,하이산흥업,    , , , ,SEHK,HK 
H,HK:0016   ,SHK PPT,쑨훙카이 부동산,    , , , ,SEHK,HK 
H,HK:0017   ,NEW WORLD DEV,뉴월드 디벨롭먼트,    , , , ,SEHK,HK 
H,HK:0018   ,ORIENTAL PRESS,오리엔탈 프레스그룹,    , , , ,SEHK,HK 
H,HK:0019   ,SWIRE PACIFIC A,스와이어 퍼시픽,    , , , ,SEHK,HK 
H,HK:0020   ,WHEELOCK,윌록,    , , , ,SEHK,HK 
H,HK:0021   ,GREAT CHI PPT,대중화부동산,    , , , ,SEHK,HK 
H,HK:0022   ,MEXAN,멕산,    , , , ,SEHK,HK 
H,HK:0023   ,BANK OF E ASIA,동아은행,    , , , ,SEHK,HK 
H,HK:0025   ,CHEVALIER INT'L,기사국제홀딩스,    , , , ,SEHK,HK 
H,HK:0026   ,CHINA MOTOR BUS,중화자동차,    , , , ,SEHK,HK 
H,HK:0027   ,GALAXY ENT,갤럭시 엔터테인먼트 그룹,    , , , ,SEHK,HK 
H,HK:0028   ,TIAN AN,천안중국투자,    , , , ,SEHK,HK 
H,HK:0029   ,DYNAMIC HOLD,다이나믹홀딩스,    , , , ,SEHK,HK 
H,HK:0030   ,BAN LOONG HOLD,만륭홀딩스,    , , , ,SEHK,HK 
H,HK:0031   ,CHINA AEROSPACE,중국항공우주,    , , , ,SEHK,HK 
H,HK:0032   ,CROSS-HAR(HOLD),항통홀딩스,    , , , ,SEHK,HK 
H,HK:0033   ,ASIA INV FIN,아시아투자금융그룹,    , , , ,SEHK,HK 
H,HK:0034   ,KOWLOON DEV,카우룽 개발,    , , , ,SEHK,HK 
H,HK:0035   ,FE CONSORT INTL,파이스트 컨소시엄 인터내셔널,    , , , ,SEHK,HK 
H,HK:0036   ,FE HLDGS INTL,원동그룹,    , , , ,SEHK,HK 
H,HK:0037   ,FE HOTELS,원동호텔,    , , , ,SEHK,HK 
H,HK:0038   ,FIRST TRACTOR,퍼스트 트랙터,    , , , ,SEHK,HK 
H,HK:0039   ,CH BEIDAHUANG,중국북대황산업그룹,    , , , ,SEHK,HK 
H,HK:0040   ,GOLD PEAK,금산공업,    , , , ,SEHK,HK 
H,HK:0041   ,GREAT EAGLE H,그레이트이글홀딩스,    , , , ,SEHK,HK 
H,HK:0042   ,NE ELECTRIC,노스이스트 전기 개발,    , , , ,SEHK,HK 
H,HK:0045   ,HK&S HOTELS,홍콩상하이 호텔,    , , , ,SEHK,HK 
H,HK:0046   ,COMPUTER & TECH,과련시스템,    , , , ,SEHK,HK 
H,HK:0048   ,C AUTO INT DECO,중국자동인테리어테코,    , , , ,SEHK,HK 
H,HK:0050   ,HK FERRY (HOLD),홍콩페리,    , , , ,SEHK,HK 
H,HK:0051   ,HARBOUR CENTRE,해항항만개발,    , , , ,SEHK,HK 
H,HK:0052   ,FAIRWOOD HOLD,대쾌활홀딩스,    , , , ,SEHK,HK 
H,HK:0053   ,GUOCO GROUP,궈코그룹,    , , , ,SEHK,HK 
H,HK:0055   ,NEWAY GROUP,중성그룹홀딩스,    , , , ,SEHK,HK 
H,HK:0056   ,ALLIED PPT (HK),연합부동산,    , , , ,SEHK,HK 
H,HK:0057   ,CHEN HSONG HOLD,천쏭홀딩스,    , , , ,SEHK,HK 
H,HK:0058   ,SUNWAY INT'L,신위국제홀딩스,    , , , ,SEHK,HK 
H,HK:0059   ,SKYFAME REALTY,천예부동산,    , , , ,SEHK,HK 
H,HK:0060   ,HK FOOD INV,홍콩식품투자지주,    , , , ,SEHK,HK 
H,HK:0061   ,GREEN LEADER,녹영홀딩스,    , , , ,SEHK,HK 
H,HK:0062   ,TRANSPORT INT'L,트랜스포트 인터내셔널,    , , , ,SEHK,HK 
H,HK:0063   ,CHINA GRAPHENE,중국희곡그룹,    , , , ,SEHK,HK 
H,HK:0064   ,GET NICE,결호홀딩스,    , , , ,SEHK,HK 
H,HK:0065   ,GRAND OCEAN AR,홍해유한공사,    , , , ,SEHK,HK 
H,HK:0066   ,MTR CORPORATION,홍콩철도,    , , , ,SEHK,HK 
H,HK:0068   ,LEE HING,이흥개발,    , , , ,SEHK,HK 
H,HK:0069   ,SHANGRI-LA ASIA,샹그리라 아시아,    , , , ,SEHK,HK 
H,HK:0070   ,RICH GOLDMAN,금월홀딩스,    , , , ,SEHK,HK 
H,HK:0071   ,MIRAMAR HOTEL,미라마호텔&투자,    , , , ,SEHK,HK 
H,HK:0072   ,MODERN MEDIA,현대미디어,    , , , ,SEHK,HK 
H,HK:0073   ,ASIAN CITRUS,아시안 과업,    , , , ,SEHK,HK 
H,HK:0075   ,Y.T. REALTY,유태부동산,    , , , ,SEHK,HK 
H,HK:0076   ,SOUTH SEA PETRO,남해석유,    , , , ,SEHK,HK 
H,HK:0077   ,AMS TRANSPORT,진지대중교통,    , , , ,SEHK,HK 
H,HK:0078   ,REGAL INT'L,리갈호텔 인터내셔널,    , , , ,SEHK,HK 
H,HK:0079   ,CENTURY LEGEND,세기전설지주,    , , , ,SEHK,HK 
H,HK:0080   ,CNEWECON FUND,중국 신경제 투자,    , , , ,SEHK,HK 
H,HK:0081   ,CH OVS G OCEANS,중국 오버시즈 그랜드 오션,    , , , ,SEHK,HK 
H,HK:0082   ,V1 GROUP,제일비디오그룹,    , , , ,SEHK,HK 
H,HK:0083   ,SINO LAND,시노랜드,    , , , ,SEHK,HK 
H,HK:0084   ,STELUX HOLDINGS,보광실업,    , , , ,SEHK,HK 
H,HK:0085   ,CE HUADA TECH,중전화대과기,    , , , ,SEHK,HK 
H,HK:0086   ,SUN HUNG KAI CO,쑨훙카이,    , , , ,SEHK,HK 
H,HK:0087   ,SWIRE PACIFIC B,스와이어 퍼시픽,    , , , ,SEHK,HK 
H,HK:0088   ,TAI CHEUNG HOLD,대창홀딩스,    , , , ,SEHK,HK 
H,HK:0089   ,TAI SANG LAND,대생부동산,    , , , ,SEHK,HK 
H,HK:0090   ,AMBER ENERGY,호박에너지,    , , , ,SEHK,HK 
H,HK:0092   ,CHAMPION TECH,챔피온기술,    , , , ,SEHK,HK 
H,HK:0093   ,TERMBRAY IND,첨리공업,    , , , ,SEHK,HK 
H,HK:0094   ,GREENHEART GP,녹심그룹,    , , , ,SEHK,HK 
H,HK:0095   ,LVGEM CHINA,녹경중국부동산투자,    , , , ,SEHK,HK 
H,HK:0096   ,YUSEI,우성홀딩스,    , , , ,SEHK,HK 
H,HK:0097   ,HENDERSON INV,헨더슨 인베스트먼트,    , , , ,SEHK,HK 
H,HK:0098   ,XINGFA ALUM,흥발알루미늄,    , , , ,SEHK,HK 
H,HK:0099   ,WONG'S INT'L,왕씨국제,    , , , ,SEHK,HK 
H,HK:0100   ,CLEAR MEDIA,클리어 미디어,    , , , ,SEHK,HK 
H,HK:0101   ,HANG LUNG PPT,항룽 부동산,    , , , ,SEHK,HK 
H,HK:0103   ,SHOUGANG CENT,수장보가홀딩스,    , , , ,SEHK,HK 
H,HK:0104   ,ASIA COMM HOLD,아시아상업지주,    , , , ,SEHK,HK 
H,HK:0105   ,ASSO INT HOTELS,개연국제호텔,    , , , ,SEHK,HK 
H,HK:0106   ,LANDSEA GREEN,랑시녹색부동산,    , , , ,SEHK,HK 
H,HK:0107   ,SICHUAN EXPRESS,쓰촨고속도로,    , , , ,SEHK,HK 
H,HK:0108   ,GR PROPERTIES,국예부동산,    , , , ,SEHK,HK 
H,HK:0110   ,CHINA FORTUNE,중국장원지주,    , , , ,SEHK,HK 
H,HK:0111   ,CINDA INTL HLDG,신달국제홀딩스,    , , , ,SEHK,HK 
H,HK:0112   ,LT COMM REALEST,륵태상업부동산,    , , , ,SEHK,HK 
H,HK:0113   ,DICKSON CONCEPT,딕손콘셉트,    , , , ,SEHK,HK 
H,HK:0114   ,HERALD HOLD,헤럴드홀딩스,    , , , ,SEHK,HK 
H,HK:0115   ,GRAND FIELD GP,균호그룹,    , , , ,SEHK,HK 
H,HK:0116   ,CHOW SANG SANG,초우 상 상 홀딩스 인터내셔널,    , , , ,SEHK,HK 
H,HK:0117   ,TIANLI HOLDINGS,톈리 홀딩스 그룹,    , , , ,SEHK,HK 
H,HK:0118   ,COSMOS MACH,대동기계,    , , , ,SEHK,HK 
H,HK:0119   ,POLY PROPERTY,폴리 프로퍼티 그룹,    , , , ,SEHK,HK 
H,HK:0120   ,COSMOPOL INT'L,사해국제그룹,    , , , ,SEHK,HK 
H,HK:0122   ,CROCODILE,크로커다일,    , , , ,SEHK,HK 
H,HK:0123   ,YUEXIU PROPERTY,웨슈 프로퍼티,    , , , ,SEHK,HK 
H,HK:0124   ,GD LAND,광둥 랜드 홀딩스,    , , , ,SEHK,HK 
H,HK:0125   ,SUN HING VISION,신흥광학,    , , , ,SEHK,HK 
H,HK:0126   ,CARRIANNA,캐리안나그룹지주,    , , , ,SEHK,HK 
H,HK:0127   ,CHINESE EST H,차이니즈 에스테이트,    , , , ,SEHK,HK 
H,HK:0128   ,ENM HOLDINGS,안녕홀딩스,    , , , ,SEHK,HK 
H,HK:0129   ,ASIA STANDARD,범해국제그룹,    , , , ,SEHK,HK 
H,HK:0130   ,MOISELLE INT'L,모시국제홀딩스,    , , , ,SEHK,HK 
H,HK:0131   ,CHEUK NANG HOLD,탁능지주,    , , , ,SEHK,HK 
H,HK:0132   ,CHINA INV HOLD,중국투자지주,    , , , ,SEHK,HK 
H,HK:0133   ,CHINA MERCHANTS,초상국중국기금,    , , , ,SEHK,HK 
H,HK:0135   ,KUNLUN ENERGY,쿤룬 에너지,    , , , ,SEHK,HK 
H,HK:0136   ,HENGTEN NET,헝텅 네트웍스 그룹,    , , , ,SEHK,HK 
H,HK:0137   ,JINHUI HOLDINGS,금휘홀딩스,    , , , ,SEHK,HK 
H,HK:0138   ,CCT FORTIS,중건부통,    , , , ,SEHK,HK 
H,HK:0139   ,CH SOFT POWER,차이나 소프트 파워 기술지주,    , , , ,SEHK,HK 
H,HK:0142   ,FIRST PACIFIC,퍼스트퍼시픽,    , , , ,SEHK,HK 
H,HK:0144   ,CHINA MER PORT,차이나 머천츠 홀딩스 인터내셔,    , , , ,SEHK,HK 
H,HK:0145   ,HK BLDG & LOAN,홍콩부동산대부금,    , , , ,SEHK,HK 
H,HK:0146   ,TAI PING CARPET,태평카펫,    , , , ,SEHK,HK 
H,HK:0147   ,IB SETTLEMENT,국제상업결산,    , , , ,SEHK,HK 
H,HK:0148   ,KINGBOARD CHEM,킹보드화공,    , , , ,SEHK,HK 
H,HK:0149   ,CH AGRI-PROD EX,중국농산물거래,    , , , ,SEHK,HK 
H,HK:0150   ,HYPEBEAST,HYPEBEAST,    , , , ,SEHK,HK 
H,HK:0151   ,WANT WANT CHINA,왕왕 차이나 홀딩스,    , , , ,SEHK,HK 
H,HK:0152   ,SHENZHEN INT'L,선전 인터내셔널 홀딩스,    , , , ,SEHK,HK 
H,HK:0154   ,BE ENVIRONMENT,북경기업환경,    , , , ,SEHK,HK 
H,HK:0156   ,LIPPO CHINA RES,역보화윤,    , , , ,SEHK,HK 
H,HK:0157   ,NATURAL BEAUTY,자연미바이오테크놀로지,    , , , ,SEHK,HK 
H,HK:0158   ,MELBOURNE ENT,만방투자,    , , , ,SEHK,HK 
H,HK:0159   ,BROCKMAN MINING,브로크만광업,    , , , ,SEHK,HK 
H,HK:0160   ,HON KWOK LAND,한국부동산,    , , , ,SEHK,HK 
H,HK:0161   ,AVIC IHL,AVIC 인터내셔널 홀딩스,    , , , ,SEHK,HK 
H,HK:0162   ,CENTURY GINWA,세기금화소매지주,    , , , ,SEHK,HK 
H,HK:0163   ,EMPEROR INT'L,엠퍼러 인터내셔널 홀딩스,    , , , ,SEHK,HK 
H,HK:0164   ,CHINA BAOLI TEC,중국보력테크놀로지지주,    , , , ,SEHK,HK 
H,HK:0165   ,CHINA EB LTD,중국 에버브라이트,    , , , ,SEHK,HK 
H,HK:0166   ,NEWTIMES ENERGY,신세대그룹,    , , , ,SEHK,HK 
H,HK:0167   ,IDT INT'L,IDT 인터내셔널,    , , , ,SEHK,HK 
H,HK:0168   ,TSINGTAO BREW,칭타오 맥주,    , , , ,SEHK,HK 
H,HK:0169   ,WANDA HOTEL DEV,완다 호텔 디벨롭먼트,    , , , ,SEHK,HK 
H,HK:0171   ,SILVER GRANT,실버그랜트인터내셔널,    , , , ,SEHK,HK 
H,HK:0173   ,K. WAH INT'L,K WAH 인터내셔널,    , , , ,SEHK,HK 
H,HK:0174   ,GEMINI INV,성양투자,    , , , ,SEHK,HK 
H,HK:0175   ,GEELY AUTO,지리자동차지주회사,    , , , ,SEHK,HK 
H,HK:0176   ,SUPERACTIVE GP,선기기업그룹,    , , , ,SEHK,HK 
H,HK:0177   ,JIANGSU EXPRESS,장쑤고속도로,    , , , ,SEHK,HK 
H,HK:0178   ,SA SA INT'L,싸싸 인터내셔널,    , , , ,SEHK,HK 
H,HK:0179   ,JOHNSON ELEC H,존슨전기,    , , , ,SEHK,HK 
H,HK:0180   ,KADER HOLDINGS,개달홀딩스,    , , , ,SEHK,HK 
H,HK:0181   ,FUJIAN HOLDINGS,민항홀딩스,    , , , ,SEHK,HK 
H,HK:0182   ,CONCORD NE,콩코드 뉴 에너지 그룹,    , , , ,SEHK,HK 
H,HK:0183   ,WINFULL GP,전생그룹,    , , , ,SEHK,HK 
