구분코드,심볼,영문명,한글명,종목업종코드,다우30편입여부,나스닥100편입여부,SP500편입여부,거래소코드,국가구분코드
H,HK:0184   ,KECK SENG INV,격성투자,    , , , ,SEHK,HK 
H,HK:0185   ,ZH INT'L HOLD,항휘국제지주,    , , , ,SEHK,HK 
H,HK:0186   ,GRANDE HOLDINGS,가역홀딩스,    , , , ,SEHK,HK 
H,HK:0187   ,JINGCHENG MAC,베이징 징청 기계 전기,    , , , ,SEHK,HK 
H,HK:0188   ,SUNWAH KINGSWAY,회부금융,    , , , ,SEHK,HK 
H,HK:0189   ,DONGYUE GROUP,동악그룹,    , , , ,SEHK,HK 
H,HK:0191   ,LAI SUN INT'L,려신의복,    , , , ,SEHK,HK 
H,HK:0193   ,CAPITAL ESTATE,관중부동산,    , , , ,SEHK,HK 
H,HK:0194   ,LIU CHONG HING,류총힝투자,    , , , ,SEHK,HK 
H,HK:0195   ,GREENTECH INTL,그린텍테크놀로지,    , , , ,SEHK,HK 
H,HK:0196   ,HONGHUA GROUP,훙화 그룹,    , , , ,SEHK,HK 
H,HK:0197   ,HENG TAI,형태소비재,    , , , ,SEHK,HK 
H,HK:0199   ,ITC PROPERTIES,덕상부동산,    , , , ,SEHK,HK 
H,HK:0200   ,MELCO INT'L DEV,멜코 국제 개발,    , , , ,SEHK,HK 
H,HK:0201   ,MAGNIFICENT,화대부동산투자,    , , , ,SEHK,HK 
H,HK:0202   ,EVERCHINA INT'L,윤중국제홀딩스,    , , , ,SEHK,HK 
H,HK:0204   ,CHINA INV DEV,중국투자개발,    , , , ,SEHK,HK 
H,HK:0205   ,SEEC MEDIA,재신미디어,    , , , ,SEHK,HK 
H,HK:0206   ,TSC GROUP,TSC 그룹 홀딩스,    , , , ,SEHK,HK 
H,HK:0207   ,JOY CITY PPT,코프코 랜드 홀딩스,    , , , ,SEHK,HK 
H,HK:0209   ,WINSHINE SCI,영성과학,    , , , ,SEHK,HK 
H,HK:0210   ,DAPHNE INT'L,다프네 인터내셔널,    , , , ,SEHK,HK 
H,HK:0211   ,STYLAND HOLD,대능홀딩스,    , , , ,SEHK,HK 
H,HK:0212   ,NANYANG HOLD,남양홀딩스,    , , , ,SEHK,HK 
H,HK:0213   ,NATIONAL ELEC H,낙성전자,    , , , ,SEHK,HK 
H,HK:0214   ,ASIA ORIENT,아시아오리엔트지주,    , , , ,SEHK,HK 
H,HK:0215   ,HUTCHTEL HK,허치슨 텔레커뮤니케이션즈 홍콩,    , , , ,SEHK,HK 
H,HK:0216   ,CHINNEY INV,건업실업,    , , , ,SEHK,HK 
H,HK:0217   ,CHINA CHENGTONG,중국성통개발,    , , , ,SEHK,HK 
H,HK:0218   ,SHENWANHONGYUAN,선인 완궈,    , , , ,SEHK,HK 
H,HK:0219   ,SHUNHO PROPERTY,순호부동산투자,    , , , ,SEHK,HK 
H,HK:0220   ,U-PRESID CHINA,우니 프레지던트 중국,    , , , ,SEHK,HK 
H,HK:0221   ,EASY ONE FIN,이지원금융그룹,    , , , ,SEHK,HK 
H,HK:0222   ,MIN XIN HOLD,민신그룹,    , , , ,SEHK,HK 
H,HK:0223   ,ELIFE HLDGS,이라이프홀딩스,    , , , ,SEHK,HK 
H,HK:0224   ,PIONEER GLOBAL,건생국제그룹,    , , , ,SEHK,HK 
H,HK:0225   ,POKFULAM,박부임부동산,    , , , ,SEHK,HK 
H,HK:0226   ,LIPPO,역보,    , , , ,SEHK,HK 
H,HK:0227   ,FIRST SHANGHAI,제일상해투자,    , , , ,SEHK,HK 
H,HK:0228   ,CHINA ENERGY,중국에너지개발홀딩스,    , , , ,SEHK,HK 
H,HK:0229   ,RAYMOND IND,이민실업,    , , , ,SEHK,HK 
H,HK:0230   ,MINMETALS LAND,민메탈 랜드,    , , , ,SEHK,HK 
H,HK:0232   ,AVIC INT'L,중국항공공업국제,    , , , ,SEHK,HK 
H,HK:0233   ,MY MEDICARE,상해명원의료개발,    , , , ,SEHK,HK 
H,HK:0234   ,NEW CENTURY GP,신세기그룹홍콩,    , , , ,SEHK,HK 
H,HK:0235   ,CHINA STRATEGIC,중책그룹,    , , , ,SEHK,HK 
H,HK:0236   ,SAN MIGUEL HK,홍콩생력맥주,    , , , ,SEHK,HK 
H,HK:0237   ,SAFETY GODOWN,안전화물창고,    , , , ,SEHK,HK 
H,HK:0239   ,PAK FAH YEOW,백화유국제,    , , , ,SEHK,HK 
H,HK:0240   ,BUILD KING HOLD,이기홀딩스,    , , , ,SEHK,HK 
H,HK:0241   ,ALI HEALTH,알리바바 건강 정보 기술,    , , , ,SEHK,HK 
H,HK:0242   ,SHUN TAK HOLD,순탁 홀딩스,    , , , ,SEHK,HK 
H,HK:0243   ,QPL INT'L,품질국제그룹,    , , , ,SEHK,HK 
H,HK:0244   ,SINCERE,선시,    , , , ,SEHK,HK 
H,HK:0245   ,CN MINSHENG FIN,중국민생금융지주,    , , , ,SEHK,HK 
H,HK:0246   ,REALGOLD MINING,서금광업,    , , , ,SEHK,HK 
H,HK:0247   ,TST PROPERTIES,참사저부동산,    , , , ,SEHK,HK 
H,HK:0248   ,HKC INT'L HOLD,홍콩통신국제홀딩스,    , , , ,SEHK,HK 
H,HK:0251   ,SEA HOLDINGS,SEA홀딩스,    , , , ,SEHK,HK 
H,HK:0252   ,SE ASIA PPT,화신부동산재무,    , , , ,SEHK,HK 
H,HK:0253   ,SHUNHO HOLDINGS,순호지주,    , , , ,SEHK,HK 
H,HK:0254   ,NUR HOLDINGS,중국대외미디어그룹,    , , , ,SEHK,HK 
H,HK:0255   ,LUNG KEE,용기그룹,    , , , ,SEHK,HK 
H,HK:0256   ,CITYCHAMP,관성시계보석,    , , , ,SEHK,HK 
H,HK:0257   ,CHINA EB INT'L,중국 에버브라이트 인터내셔널,    , , , ,SEHK,HK 
H,HK:0258   ,TOMSON GROUP,탕신그룹,    , , , ,SEHK,HK 
H,HK:0259   ,YEEBO (INT'L H),예보국제홀딩스,    , , , ,SEHK,HK 
H,HK:0261   ,CCT LAND,중건테크놀로지,    , , , ,SEHK,HK 
H,HK:0262   ,DESON DEV INT'L,적신발전인터내셔널그룹,    , , , ,SEHK,HK 
H,HK:0264   ,ASCENT INT'L,탁고국제그룹,    , , , ,SEHK,HK 
H,HK:0265   ,ORIENT VICTORY,동승여행그룹,    , , , ,SEHK,HK 
H,HK:0266   ,TIAN TECK LAND,천덕부동산,    , , , ,SEHK,HK 
H,HK:0267   ,CITIC,중국중신,    , , , ,SEHK,HK 
H,HK:0268   ,KINGDEE INT'L,킹디 인터내셔널 소프트웨어 그,    , , , ,SEHK,HK 
H,HK:0269   ,CRTG,화룬 자원 교통 그룹,    , , , ,SEHK,HK 
H,HK:0270   ,GUANGDONG INV,광둥인베스트먼트,    , , , ,SEHK,HK 
H,HK:0271   ,ASIASEC PPT,아증부동산,    , , , ,SEHK,HK 
H,HK:0272   ,SHUI ON LAND,수이 온 랜드,    , , , ,SEHK,HK 
H,HK:0274   ,C BILLION RES,중부자원,    , , , ,SEHK,HK 
H,HK:0276   ,MONGOLIA ENERGY,몽골리아 에너지,    , , , ,SEHK,HK 
H,HK:0277   ,TERN PROPERTIES,태흥부동산,    , , , ,SEHK,HK 
H,HK:0279   ,FREEMAN FINTECH,민중금복홀딩스,    , , , ,SEHK,HK 
H,HK:0280   ,KING FOOK HOLD,경복그룹,    , , , ,SEHK,HK 
H,HK:0285   ,BYD ELECTRONIC,BYD 전자 인터내셔널,    , , , ,SEHK,HK 
H,HK:0286   ,CS HEALTH,동가건강,    , , , ,SEHK,HK 
H,HK:0287   ,WINFAIR INV,영발부동산,    , , , ,SEHK,HK 
H,HK:0288   ,WH GROUP,만주국제,    , , , ,SEHK,HK 
H,HK:0289   ,WING ON CO,영안국제,    , , , ,SEHK,HK 
H,HK:0290   ,C FORTUNE FIN,중국부강금융그룹,    , , , ,SEHK,HK 
H,HK:0291   ,CHINA RES BEER,화룬 맥주 지주,    , , , ,SEHK,HK 
H,HK:0293   ,CATHAY PAC AIR,캐세이패시픽항공,    , , , ,SEHK,HK 
H,HK:0294   ,YANGTZEKIANG,장강의류제조,    , , , ,SEHK,HK 
H,HK:0295   ,KONG SUN HOLD,강산홀딩스,    , , , ,SEHK,HK 
H,HK:0296   ,EMPEROR E HOTEL,엠퍼러 엔터테인먼트 호텔,    , , , ,SEHK,HK 
H,HK:0297   ,SINOFERT,시노퍼트 홀딩스,    , , , ,SEHK,HK 
H,HK:0298   ,CHUANG'S CHINA,장사중국투자,    , , , ,SEHK,HK 
H,HK:0299   ,NEW SPORTS,뉴스포츠그룹,    , , , ,SEHK,HK 
H,HK:0300   ,KUNMING MACHINE,선지 그룹 쿤밍 공작기계,    , , , ,SEHK,HK 
H,HK:0301   ,SANVO CHEMICALS,SANVO CHEMICALS,    , , , ,SEHK,HK 
H,HK:0302   ,CMGE,CMGE,    , , , ,SEHK,HK 
H,HK:0303   ,VTECH HOLDINGS,Vtech 홀딩스,    , , , ,SEHK,HK 
H,HK:0305   ,WULING MOTORS,오릉자동차지주,    , , , ,SEHK,HK 
H,HK:0306   ,KWOON CHUNG BUS,관충버스,    , , , ,SEHK,HK 
H,HK:0308   ,CHINA TRAVEL HK,차이나트래블국제투자,    , , , ,SEHK,HK 
H,HK:0309   ,XH NEWS MEDIA,신화통신미디어지주,    , , , ,SEHK,HK 
H,HK:0310   ,PROSP INV HOLD,가진투자지주,    , , , ,SEHK,HK 
H,HK:0311   ,LUEN THAI,루엔타이홀딩스,    , , , ,SEHK,HK 
H,HK:0312   ,SHIRBLE STORE,세보백화점,    , , , ,SEHK,HK 
H,HK:0313   ,RICHLY FIELD,유전중국개발,    , , , ,SEHK,HK 
H,HK:0314   ,SIPAI HEALTH,SIPAI HEALTH,    , , , ,SEHK,HK 
H,HK:0315   ,SMARTONE TELE,스마톤 이동통신,    , , , ,SEHK,HK 
H,HK:0316   ,OOIL,동방해외국제,    , , , ,SEHK,HK 
H,HK:0317   ,COMEC,CSSC 해상 해양 엔지니어링 그룹,    , , , ,SEHK,HK 
H,HK:0318   ,VONGROUP,황하실업,    , , , ,SEHK,HK 
H,HK:0320   ,COMPUTIME,컴퓨타임,    , , , ,SEHK,HK 
H,HK:0321   ,TEXWINCA HOLD,텍스윈카홀딩스,    , , , ,SEHK,HK 
H,HK:0322   ,TINGYI,팅이 (케이먼제도) 홀딩,    , , , ,SEHK,HK 
H,HK:0323   ,MAANSHAN IRON,마안산강철,    , , , ,SEHK,HK 
H,HK:0325   ,BLOKS,BLOKS,    , , , ,SEHK,HK 
H,HK:0326   ,CHINA STAR ENT,중국스타엔터테인먼트,    , , , ,SEHK,HK 
H,HK:0327   ,PAX GLOBAL,팍스 글로벌 테크놀로지,    , , , ,SEHK,HK 
H,HK:0328   ,ALCO HOLDINGS,Alco홀딩스,    , , , ,SEHK,HK 
H,HK:0329   ,OCI INTL,OCI인터내셔널,    , , , ,SEHK,HK 
H,HK:0330   ,ESPRIT HOLDINGS,에스프리,    , , , ,SEHK,HK 
H,HK:0331   ,FSE ENGINEERING,풍성엔지니어링,    , , , ,SEHK,HK 
H,HK:0332   ,YUANHENG GAS,위안 헝 가스 홀딩스,    , , , ,SEHK,HK 
H,HK:0333   ,TOP FORM INT'L,대려사국제,    , , , ,SEHK,HK 
H,HK:0334   ,CH DISPLAY OPT,화현광전기,    , , , ,SEHK,HK 
H,HK:0335   ,UPBEST GROUP,미건그룹,    , , , ,SEHK,HK 
H,HK:0336   ,HUABAO INTL,화바오 인터내셔널 홀딩스,    , , , ,SEHK,HK 
H,HK:0337   ,GREENLAND HK,그린랜드 홍콩 홀딩스,    , , , ,SEHK,HK 
H,HK:0338   ,SHANGHAI PECHEM,시노펙 상하이석유화공,    , , , ,SEHK,HK 
H,HK:0339   ,EARNEST INV,안리시투자지주,    , , , ,SEHK,HK 
H,HK:0340   ,CHINA MINING,중국광업자원그룹,    , , , ,SEHK,HK 
H,HK:0341   ,CAFE DE CORAL H,카페드코랄홀딩스,    , , , ,SEHK,HK 
H,HK:0343   ,CULTURECOM HOLD,문화전신홀딩스,    , , , ,SEHK,HK 
H,HK:0345   ,VITASOY INT'L,비타소이국제,    , , , ,SEHK,HK 
H,HK:0346   ,YANCHANG PETRO,옌창 석유 국제,    , , , ,SEHK,HK 
H,HK:0347   ,ANGANG STEEL,안강스틸,    , , , ,SEHK,HK 
H,HK:0348   ,CHINAHEALTHWISE,중국지능건강,    , , , ,SEHK,HK 
H,HK:0351   ,ASIA ENERGY LOG,아시아에너지물류그룹,    , , , ,SEHK,HK 
H,HK:0352   ,FORTUNE SUN,부양(중국)홀딩스,    , , , ,SEHK,HK 
H,HK:0353   ,ENERGY INTINV,에너지인터내셔널투자지주,    , , , ,SEHK,HK 
H,HK:0354   ,CHINASOFT INT'L,차이나소프트 인터내셔널,    , , , ,SEHK,HK 
H,HK:0355   ,CENTURY C INT'L,센츄리시티국제,    , , , ,SEHK,HK 
H,HK:0356   ,DT CAPITAL,정립자본,    , , , ,SEHK,HK 
H,HK:0357   ,HNA INFRA,하이난 메일란 인터내셔널 에어,    , , , ,SEHK,HK 
H,HK:0358   ,JIANGXI COPPER,장시동업,    , , , ,SEHK,HK 
H,HK:0360   ,NEW FOCUS AUTO,신초점자동차기술지주,    , , , ,SEHK,HK 
H,HK:0361   ,SINO GOLF HOLD,순룡지주,    , , , ,SEHK,HK 
H,HK:0362   ,C ZENITH CHEM,중국천화공,    , , , ,SEHK,HK 
H,HK:0363   ,SHANGHAI IND H,상하이 인더스트리얼 홀딩스,    , , , ,SEHK,HK 
H,HK:0365   ,UNIS HOLDINGS,자광홀딩스,    , , , ,SEHK,HK 
H,HK:0366   ,LUKS GROUP (VN),육씨그룹베트남지주,    , , , ,SEHK,HK 
H,HK:0367   ,CHUANG'S INT'L,장사기관국제,    , , , ,SEHK,HK 
H,HK:0368   ,NS SHIP,시노트랜스 해운,    , , , ,SEHK,HK 
H,HK:0369   ,WING TAI PPT,영태부동산,    , , , ,SEHK,HK 
H,HK:0370   ,CHINA BEST,중국국화그룹지주,    , , , ,SEHK,HK 
H,HK:0371   ,BJ ENT WATER,베이징 엔터프라이즈 워터 그룹,    , , , ,SEHK,HK 
H,HK:0372   ,PT INTL DEV,보덕국제개발,    , , , ,SEHK,HK 
H,HK:0373   ,ALLIED GROUP,얼라이드그룹,    , , , ,SEHK,HK 
H,HK:0374   ,FOUR SEAS MER,사주그룹,    , , , ,SEHK,HK 
H,HK:0375   ,YGM TRADING,YGM무역,    , , , ,SEHK,HK 
H,HK:0376   ,YUNFENG FIN,운봉금융그룹,    , , , ,SEHK,HK 
H,HK:0377   ,HUAJUN HOLD,화군홀딩스,    , , , ,SEHK,HK 
H,HK:0379   ,EG LEASING,중국EG금융리스,    , , , ,SEHK,HK 
H,HK:0380   ,SOFTPOWER INT,소프트파워국제,    , , , ,SEHK,HK 
H,HK:0381   ,KIU HUNG INT'L,교웅국제지주,    , , , ,SEHK,HK 
H,HK:0382   ,WELLING HOLDING,웰링 홀딩,    , , , ,SEHK,HK 
H,HK:0383   ,CHINA MED&HCARE,중국의료망락그룹,    , , , ,SEHK,HK 
H,HK:0384   ,CHINA GAS HOLD,중국 가스 홀딩스,    , , , ,SEHK,HK 
H,HK:0385   ,CHINNEY ALLI,건련그룹,    , , , ,SEHK,HK 
H,HK:0386   ,SINOPEC CORP,중국석유화공 (시노펙),    , , , ,SEHK,HK 
H,HK:0387   ,LEEPORT(HOLD),역풍지주,    , , , ,SEHK,HK 
H,HK:0388   ,HKEX,홍콩거래소,    , , , ,SEHK,HK 
H,HK:0389   ,TONTINE WINES,중국통천와인,    , , , ,SEHK,HK 
H,HK:0390   ,CHINA RAILWAY,중국 철도그룹,    , , , ,SEHK,HK 
H,HK:0391   ,MEI AH ENTER,미아오락그룹,    , , , ,SEHK,HK 
H,HK:0392   ,BEIJING ENT,베이징 엔터프라이즈,    , , , ,SEHK,HK 
H,HK:0393   ,GLORIOUS SUN,글로리어스선기업,    , , , ,SEHK,HK 
H,HK:0396   ,HING LEE (HK),흥리홀딩스,    , , , ,SEHK,HK 
H,HK:0397   ,JUN YANG FIN,쥔양태양에너지,    , , , ,SEHK,HK 
H,HK:0398   ,ORIENTAL WATCH,오리엔탈 와치 홀딩스,    , , , ,SEHK,HK 
H,HK:0399   ,INNOVATIVE PHAR,영항의약바이오테크,    , , , ,SEHK,HK 
H,HK:0400   ,COGOBUY,코고바이 그룹,    , , , ,SEHK,HK 
H,HK:0401   ,WANJIA GROUP,만가그룹,    , , , ,SEHK,HK 
H,HK:0402   ,PEACEMAP HOLD,피스 맵 홀딩,    , , , ,SEHK,HK 
H,HK:0403   ,STARLITE HOLD,성광그룹,    , , , ,SEHK,HK 
H,HK:0404   ,HSIN CHONG GP,신총 그룹 홀딩스,    , , , ,SEHK,HK 
H,HK:0405   ,YUEXIU REIT,웨슈 리얼이스테이트 인베스트먼,    , , , ,SEHK,HK 
H,HK:0406   ,YAU LEE HOLD,유리그룹,    , , , ,SEHK,HK 
H,HK:0407   ,HKC(HOLDINGS) LTD - WTS 26/05/2011,HKC(HOLDINGS) LTD - WTS 2,    , , , ,SEHK,102
H,HK:0408   ,YIP'S CHEMICAL,엽씨화학지주,    , , , ,SEHK,HK 
H,HK:0410   ,SOHO CHINA,소호 차이나,    , , , ,SEHK,HK 
H,HK:0411   ,LAM SOON (HK),남순홍콩,    , , , ,SEHK,HK 
H,HK:0412   ,CHINA SDHS FIN,중국신금융그룹,    , , , ,SEHK,HK 
H,HK:0413   ,SC HOLDINGS,남화공업지주,    , , , ,SEHK,HK 
H,HK:0417   ,TSE SUI LUEN,사서린보석국제,    , , , ,SEHK,HK 
H,HK:0418   ,FOUNDER HOLD,방정홀딩스(팡정),    , , , ,SEHK,HK 
H,HK:0419   ,HUAYI TENCENT,중국 지우하오 건강산업,    , , , ,SEHK,HK 
H,HK:0420   ,FOUNTAIN SET,파운틴세트홀딩스,    , , , ,SEHK,HK 
H,HK:0422   ,VMEP HOLDINGS,베트남제조가공수출,    , , , ,SEHK,HK 
H,HK:0423   ,HKET HOLDINGS,홍콩경제일보홀딩스,    , , , ,SEHK,HK 
H,HK:0425   ,MINTH GROUP,민스 그룹,    , , , ,SEHK,HK 
H,HK:0426   ,ONE MEDIA GROUP,만화미디어그룹(원미디어),    , , , ,SEHK,HK 
H,HK:0428   ,HUGE CHINA,휘가중국지주,    , , , ,SEHK,HK 
H,HK:0430   ,ORIENTAL EXPL,동방망고,    , , , ,SEHK,HK 
H,HK:0431   ,G CHINA FIN,대중화실업홀딩스,    , , , ,SEHK,HK 
H,HK:0432   ,PCPD,퍼시픽 센추리 프리미엄 디벨롭,    , , , ,SEHK,HK 
H,HK:0433   ,NORTH MINING,노스 마이닝 쉐어즈,    , , , ,SEHK,HK 
H,HK:0434   ,BOYAA,보야 인터렉티브 국제,    , , , ,SEHK,HK 
H,HK:0435   ,SUNLIGHT REIT,선라이트 리얼 에스테이트 인베,    , , , ,SEHK,HK 
H,HK:0436   ,NU ENVIRO,신우환경보호,    , , , ,SEHK,HK 
H,HK:0438   ,IRICO NEWENERGY,이리코 그룹 뉴 에너지 컴퍼니,    , , , ,SEHK,HK 
H,HK:0439   ,KUANGCHI,쾅치 과학,    , , , ,SEHK,HK 
H,HK:0440   ,DAH SING,다싱 파이낸셜 홀딩스,    , , , ,SEHK,HK 
H,HK:0442   ,HIFOOD GROUP,해복덕그룹,    , , , ,SEHK,HK 
H,HK:0444   ,SINCEREWATCH HK,선시시계,    , , , ,SEHK,HK 
H,HK:0450   ,HUNG HING PRINT,훙힝인쇄,    , , , ,SEHK,HK 
H,HK:0451   ,GCL NEWENERGY,협흠신에너지,    , , , ,SEHK,HK 
H,HK:0455   ,TIANDA PHARMA,천대제약,    , , , ,SEHK,HK 
H,HK:0456   ,NEW CITY DEV,신도시건설그룹,    , , , ,SEHK,HK 
H,HK:0458   ,TRISTATE HOLD,연아홀딩스,    , , , ,SEHK,HK 
H,HK:0460   ,SIHUAN PHARM,쓰환 제약,    , , , ,SEHK,HK 
H,HK:0464   ,KENFORD GROUP,건복그룹홀딩스,    , , , ,SEHK,HK 
H,HK:0465   ,FUTONG TECH,부통테크,    , , , ,SEHK,HK 
H,HK:0467   ,UNITEDENERGY GP,유나이티드 에너지 그룹,    , , , ,SEHK,HK 
H,HK:0468   ,GAPACK,그레이트뷰 아셉틱 패키징,    , , , ,SEHK,HK 
H,HK:0470   ,WUXI LEAD,WUXI LEAD,    , , , ,SEHK,HK 
H,HK:0471   ,CMMB VISION,중국이동멀티미디어방송,    , , , ,SEHK,HK 
H,HK:0472   ,NEW SILKROAD,신실크로드문화여행,    , , , ,SEHK,HK 
H,HK:0474   ,HAO TIAN DEV,하오 톈 개발그룹,    , , , ,SEHK,HK 
H,HK:0475   ,ZHONG FA ZHAN,중발전홀딩스,    , , , ,SEHK,HK 
H,HK:0476   ,CH DYNAMICS,중국동력홀딩스,    , , , ,SEHK,HK 
H,HK:0480   ,HKR INT'L,홍콩흥업,    , , , ,SEHK,HK 
H,HK:0482   ,SANDMARTIN INTL,샌드마틴국제지주,    , , , ,SEHK,HK 
H,HK:0483   ,BAUHAUS INT'L,BAUHAUS국제,    , , , ,SEHK,HK 
H,HK:0484   ,FORGAME,포게임 홀딩스,    , , , ,SEHK,HK 
H,HK:0485   ,CHINASINOSTAR,중국화성,    , , , ,SEHK,HK 
H,HK:0486   ,RUSAL,유나이티드 컴퍼니 루살,    , , , ,SEHK,HK 
H,HK:0487   ,SUCCESSUNIVERSE,실덕환구,    , , , ,SEHK,HK 
H,HK:0488   ,LAI SUN DEV,라이 선 디벨롭먼트,    , , , ,SEHK,HK 
H,HK:0491   ,EMPEROR CULTURE,영황문화산업,    , , , ,SEHK,HK 
H,HK:0492   ,HKC WTS 09/06/11,HKC WTS 09/06/11,    , , , ,SEHK,102
H,HK:0493   ,GOME,궈메이전기,    , , , ,SEHK,HK 
H,HK:0495   ,PALADIN,백리대,    , , , ,SEHK,HK 
H,HK:0496   ,KASEN,카삼국제지주,    , , , ,SEHK,HK 
H,HK:0497   ,CSI PROPERTIES,CSI 프로퍼티스,    , , , ,SEHK,HK 
H,HK:0498   ,PYI CORP,보화그룹,    , , , ,SEHK,HK 
H,HK:0499   ,QINGDAO HLDGS,청도지주국제,    , , , ,SEHK,HK 
H,HK:0500   ,FRONTIER SER,프론티어 서비시스 그룹,    , , , ,SEHK,HK 
H,HK:0501   ,OMNIVISION,OMNIVISION,    , , , ,SEHK,HK 
H,HK:0505   ,HUAN YUE INTER,환열인터렉티브,    , , , ,SEHK,HK 
H,HK:0506   ,CHINA FOODS,차이나 푸드,    , , , ,SEHK,HK 
H,HK:0508   ,DINGYI GP INV,정억그룹투자,    , , , ,SEHK,HK 
H,HK:0509   ,SUNSHINE,센추리 선사인 그룹 홀딩스,    , , , ,SEHK,HK 
H,HK:0510   ,CASH FIN SER GP,캐시 파이낸셜 서비시스 그룹,    , , , ,SEHK,HK 
H,HK:0511   ,TVB,텔레비전 브로드캐스트,    , , , ,SEHK,HK 
H,HK:0512   ,CHINAGRANDPHARM,원대의약,    , , , ,SEHK,HK 
H,HK:0513   ,CONTINENTAL H,항화그룹,    , , , ,SEHK,HK 
H,HK:0515   ,TC ORI LIGHT,달진동방조명지주,    , , , ,SEHK,HK 
H,HK:0517   ,COSCO SHIP INTL,코스코 인터내셔널 홀딩스,    , , , ,SEHK,HK 
H,HK:0518   ,TUNGTEX (HOLD),동득사지주,    , , , ,SEHK,HK 
H,HK:0519   ,APPLIED DEV,실력건설개발국제홀딩스,    , , , ,SEHK,HK 
H,HK:0520   ,XIABUXIABU,샤부샤부 케이터링 매니지먼트,    , , , ,SEHK,HK 
H,HK:0521   ,CWT INT'L,CWT인터내셔널,    , , , ,SEHK,HK 
H,HK:0522   ,ASM PACIFIC,ASM 퍼시픽 테크놀러지,    , , , ,SEHK,HK 
H,HK:0524   ,E-KONG GROUP,E-KONG그룹,    , , , ,SEHK,HK 
H,HK:0525   ,GUANGSHEN RAIL,광선철도,    , , , ,SEHK,HK 
H,HK:0526   ,LISI GP HOLD,이시그룹지주,    , , , ,SEHK,HK 
H,HK:0527   ,RUIFENG RENEW,서풍신능원,    , , , ,SEHK,HK 
H,HK:0528   ,KINGDOM HOLDING,킹덤 홀딩,    , , , ,SEHK,HK 
H,HK:0529   ,SIS INT'L,신룡국제지주,    , , , ,SEHK,HK 
H,HK:0532   ,WKK INTL (HOLD),왕씨항건국제,    , , , ,SEHK,HK 
H,HK:0533   ,GOLDLION HOLD,골드라이온지주,    , , , ,SEHK,HK 
H,HK:0535   ,GEMDALE PPT,젬데일 프로퍼티스 & 인베스트먼,    , , , ,SEHK,HK 
H,HK:0536   ,TRADELINK,무역통신전자,    , , , ,SEHK,HK 
H,HK:0538   ,AJISEN (CHINA),아지센 차이나 홀딩스,    , , , ,SEHK,HK 
H,HK:0539   ,VICTORY CITY,관화국제홀딩스,    , , , ,SEHK,HK 
H,HK:0540   ,SPEEDY GLOBAL,신첩글로벌,    , , , ,SEHK,HK 
H,HK:0542   ,TFG INTL GP,부원국제그룹,    , , , ,SEHK,HK 
H,HK:0543   ,PACIFIC ONLINE,퍼시픽 온라인,    , , , ,SEHK,HK 
H,HK:0544   ,DAIDO GROUP,대동그룹,    , , , ,SEHK,HK 
H,HK:0546   ,FUFENG GROUP,푸펑 그룹,    , , , ,SEHK,HK 
H,HK:0547   ,DIGITAL DOMAIN,디지털 도메인 홀딩스,    , , , ,SEHK,HK 
H,HK:0548   ,SHENZHENEXPRESS,선전고속도로,    , , , ,SEHK,HK 
H,HK:0550   ,KK CULTURE,KK문화홀딩스,    , , , ,SEHK,HK 
H,HK:0551   ,YUE YUEN IND,웨위언 공업,    , , , ,SEHK,HK 
H,HK:0552   ,CHINACOMSERVICE,중국 통신서비스,    , , , ,SEHK,HK 
H,HK:0553   ,NANJING PANDA,난징 판다 전자,    , , , ,SEHK,HK 
H,HK:0554   ,HANS ENERGY,한사에너지,    , , , ,SEHK,HK 
H,HK:0556   ,PAN ASIA ENVIRO,범아환경보호,    , , , ,SEHK,HK 
H,HK:0557   ,TIANYUAN HEALTH,천원헬스케어,    , , , ,SEHK,HK 
H,HK:0558   ,LK TECH,LK기술지주,    , , , ,SEHK,HK 
H,HK:0559   ,DETAI NEWENERGY,덕태신능원집단,    , , , ,SEHK,HK 
H,HK:0560   ,CHU KONG SHIP,주강선박기업,    , , , ,SEHK,HK 
H,HK:0563   ,SH IND URBAN,상하이산업도시개발,    , , , ,SEHK,HK 
H,HK:0564   ,ZMJ,정저우 석탄채굴 기계그룹,    , , , ,SEHK,HK 
H,HK:0565   ,ART GROUP HOLD,금예그룹홀딩스,    , , , ,SEHK,HK 
H,HK:0566   ,HANERGY TFP,한능태양에너지,    , , , ,SEHK,HK 
H,HK:0567   ,DAISHOMICROLINE,대창미그룹,    , , , ,SEHK,HK 
H,HK:0568   ,SHANDONG MOLONG,산둥 모룽 석유기계,    , , , ,SEHK,HK 
H,HK:0570   ,TRAD CHI MED,중국 중약,    , , , ,SEHK,HK 
H,HK:0571   ,ESUN HOLDINGS,풍덕여홀딩스,    , , , ,SEHK,HK 
H,HK:0572   ,FUTURE WORLD FH,미래세계금융,    , , , ,SEHK,HK 
H,HK:0573   ,TAO HEUNG HLDGS,도향홀딩스,    , , , ,SEHK,HK 
H,HK:0574   ,PASHUN INT'L,백신인터내셔널,    , , , ,SEHK,HK 
H,HK:0575   ,REGENT PACIFIC,려정태평양,    , , , ,SEHK,HK 
H,HK:0576   ,ZHEJIANGEXPRESS,저장 고속도로,    , , , ,SEHK,HK 
H,HK:0579   ,JNCEC,베이징 징넝 클린에너지,    , , , ,SEHK,HK 
